canonical_name,group,url,source,headers_json,tv_status,tv_playlist_ms,tv_segment_ms,seg_bytes,codec,width,height,verdict
CCTV17 农业农村,央视,http://gslbserv.itv.cmvideo.cn/1000000006000268004/1.m3u8?channel-id=ystenlive&Contentid=1000000006000268004&livemode=1&stbId=3,itv,{},http-403,570,0,0,,,,fail
CCTV17 农业农村,央视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8,builtin-mobile,{},no-response,10002,0,0,,,,fail
CGTN,央视,https://amg00405-rakutentv-cgtn-rakuten-i9tar.amagi.tv/master.m3u8,news,{},ok,2589,2241,200001,h264,640,360,pass
CGTN,央视,https://news.cgtn.com/resource/live/english/cgtn-news.m3u8,freetv,{},variant-http-0,90,0,0,,,,fail
CGTN,央视,http://gslbserv.itv.cmvideo.cn/7114647837765104058/1.m3u8?channel-id=hnbblive&Contentid=7114647837765104058&livemode=1&stbId=3,itv,{},http-403,253,0,0,,,,fail
CGTN,央视,http://gslbserv.itv.cmvideo.cn/7745129417417101820/1.m3u8?channel-id=hnbblive&Contentid=7745129417417101820&livemode=1&stbId=3,itv,{},http-403,241,0,0,,,,fail
CGTN,央视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225602/index.m3u8,builtin-mobile,{},no-response,10001,0,0,,,,fail
CGTN 纪录,央视,https://news.cgtn.com/resource/live/document/cgtn-doc.m3u8,freetv,{},variant-http-0,171,0,0,,,,fail
凤凰资讯台,凤凰,http://43.152.224.209/qctv.fengshows.cn/live/0701pin72.flv,guovin,{},ok,10001,10001,977910,h264,1280,720,pass
凤凰资讯台,凤凰,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx,guovin,{},ok,2520,1758,200001,h264,1920,1080,pass
凤凰资讯台,凤凰,http://r.jdshipin.com/0Rp07,guovin,{},ok,1272,899,200001,h264,1920,1080,pass
凤凰资讯台,凤凰,https://cdn6.163189.xyz/163189/fhzx,guovin,{},short-body,1016,1016,1807,,,,fail
凤凰资讯台,凤凰,https://hls-gateway.vpstv.net/streams/476958.m3u8,guovin,{},http-403,440,0,0,,,,fail
凤凰资讯台,凤凰,https://tv.iill.top/jd/fhzx,builtin-json,{},no-response,813,0,0,,,,fail
凤凰资讯台,凤凰,http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226923/index.m3u8,news,{},no-response,5077,0,0,,,,fail
凤凰香港台,凤凰,http://103.95.24.37:880/fhxgt.m3u8,builtin-json,{},no-response,5132,0,0,,,,fail
凤凰香港台,凤凰,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk,guovin,{},ok,1946,1093,200001,h264,1920,1080,pass
凤凰香港台,凤凰,http://r.jdshipin.com/NfC0f,guovin,{},ok,1842,853,200001,h264,1920,1080,pass
凤凰香港台,凤凰,http://r.jdshipin.com/yDoTN,guovin,{},ok,1503,1085,200001,h264,1920,1080,pass
凤凰香港台,凤凰,https://cdn6.163189.xyz/163189/fhhk,guovin,{},short-body,1189,1189,1807,,,,fail
凤凰香港台,凤凰,https://epg.pw/stream/5f16dc7fc8aaaed3205516c63e4a8c24bca9dbba1181684244729cf574505b0e.m3u8,guovin,{},ok,2266,2012,200001,h264,1280,720,pass
凤凰卫视中文台,凤凰,https://7612-5516-affc-d88b.kylintv.tv/live/pxinhd_iphone.m3u8,guovin,{},ok,1253,2091,200001,h264,1280,720,pass
凤凰卫视中文台,凤凰,https://tv.iill.top/jd/fhzw,builtin-json,{},no-response,136,0,0,,,,fail
凤凰卫视中文台,凤凰,http://223.110.245.139/ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8,hk,{},no-response,5084,0,0,,,,fail
無綫新聞台,港台新闻,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn,guovin,{},http-523,2952,0,0,,,,fail
無綫新聞台,港台新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxw,guovin,{},ok,1845,1289,200001,h264,1920,1080,pass
無綫新聞台,港台新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn,guovin,{},http-302,10002,0,0,,,,fail
無綫新聞台,港台新闻,http://r.jdshipin.com/CkuBd,guovin,{},ok,2714,1773,200001,h264,1920,1080,pass
無綫新聞台,港台新闻,https://h5cdn3.kylintv.tv/live/tvbnews_iphone.m3u8,guovin,{},ok,1092,1736,200001,h264,1280,720,pass
無綫新聞台,港台新闻,https://tvp22.sky4k.top/index1.php,freetv,{},no-response,64,0,0,,,,fail
翡翠台,港台新闻,http://103.172.187.30:12000/stream/mytv/null-1/master.m3u8,hk,{},ok,768,2250,4234512,h264,1920,1080,pass
翡翠台,港台新闻,http://r.jdshipin.com/62WM7,guovin,{},ok,1636,1018,200001,hevc,1920,1080,pass
翡翠台,港台新闻,http://r.jdshipin.com/GeWKr,guovin,{},ok,1494,1269,200001,h264,1920,1080,pass
翡翠台,港台新闻,http://r.jdshipin.com/n90gt,guovin,{},ok,1924,930,200001,hevc,3840,2160,pass
翡翠台,港台新闻,http://r.jdshipin.com/qClQf,guovin,{},skipped-cap,,,,,,,skipped
翡翠台,港台新闻,http://r.jdshipin.com/qrfbg,guovin,{},skipped-cap,,,,,,,skipped
HOY 資訊台,港台新闻,https://hoytv-live-stream.hoy.tv/ch78/index.m3u8,hk,{},http-403,270,0,0,,,,fail
HOY TV,港台新闻,https://hoytv-live-stream.hoy.tv/ch77/index.m3u8,hk,{},http-403,341,0,0,,,,fail
HOY TV,港台新闻,https://hoytv-live-stream.hoy.tv/ch78/index-fhd.m3u8,freetv,{},http-403,341,0,0,,,,fail
ViuTV,港台新闻,http://php.jdshipin.com/TVOD/iptv.php?id=viutv,guovin,{},ok,2815,1279,200001,h264,1920,1080,pass
ViuTV,港台新闻,http://php.jdshipin.com/TVOD/iptv.php?id=viutv2,guovin,{},ok,2248,652,200001,h264,1920,1080,pass
ViuTV,港台新闻,http://r.jdshipin.com/TcKr2,guovin,{},ok,1505,794,200001,h264,1920,1080,pass
ViuTV,港台新闻,http://r.jdshipin.com/vSJvl,guovin,{},ok,4509,966,200001,h264,1920,1080,pass
ViuTV,港台新闻,http://smt.1678520.xyz/smt3.2.3.php?id=viu1_twn,guovin,{},no-response,10001,0,0,,,,fail
RTHK 31,港台新闻,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/master.m3u8,hk,{},ok,2350,1031,200001,unknown,,,pass
RTHK 32,港台新闻,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/master.m3u8,hk,{},http-403,418,0,0,,,,fail
TVBS新聞,港台新闻,http://seb.sason.top/sc/tvbsxw_fhd.m3u8,news,{},no-response,49,0,0,,,,fail
TVBS,港台新闻,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8,tw,{},ok,1320,1038,200001,h264,1920,1080,pass
東森財經新聞,港台新闻,http://seb.sason.top/sc/dscjxw_fhd.m3u8,news,{},no-response,64,0,0,,,,fail
東森新聞,港台新闻,http://seb.sason.top/sc/dsxw_fhd.m3u8,news,{},no-response,109,0,0,,,,fail
民視新聞,港台新闻,https://www.youtube.com/watch?v=ylYJSBUgaMA,freetv,{},excluded-host,,,,,,,excluded
三立新聞,港台新闻,http://seb.sason.top/sc/sllive_fhd.m3u8,news,{},no-response,52,0,0,,,,fail
三立新聞,港台新闻,https://hls-gateway.vpstv.net/streams/492922.m3u8,guovin,{},http-403,342,0,0,,,,fail
三立新聞,港台新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8,guovin,{},excluded-host,,,,,,,excluded
三立新聞,港台新闻,https://stream1.freetv.fun/san-li-xin-wen-3.m3u8,guovin,{},no-response,10001,0,0,,,,fail
三立新聞,港台新闻,https://stream1.freetv.fun/san-li-xin-wen-4.m3u8,guovin,{},no-response,10001,0,0,,,,fail
三立新聞,港台新闻,https://stream1.freetv.fun/san-li-xin-wen-5.ctv,guovin,{},no-response,10001,0,0,,,,fail
華視新聞,港台新闻,http://seb.sason.top/sc/hsxw_fhd.m3u8,news,{},no-response,128,0,0,,,,fail
公視,港台新闻,https://www.youtube.com/channel/UCXgIO9jJVsX5_2ideiSkfvA/live,freetv,{},excluded-host,,,,,,,excluded
中視新聞,港台新闻,https://www.youtube.com/watch?v=TCnaIE_SAtM,freetv,{},excluded-host,,,,,,,excluded
台視新聞,港台新闻,https://www.youtube.com/@TTV_NEWS/live,freetv,{},excluded-host,,,,,,,excluded
BBC News,国际新闻,http://138.121.15.230:9002/BBC-NEWS/index.m3u8,news,{},ok,1327,5304,200001,h264,544,480,pass
BBC News,国际新闻,http://23.237.104.106:8080/USA_BBC_NEWS/index.m3u8,news,{},ok,1210,1397,200001,h264,1920,1080,pass
BBC News,国际新闻,http://45.153.96.44:8001,news,{},no-response,5143,0,0,,,,fail
BBC News,国际新闻,http://46.32.176.50/bbcworld/index.m3u8,news,{},ok,1679,2178,200001,h264,1024,576,pass
BBC News,国际新闻,https://thinkkast.dpdns.org/thinkkast/bbcworld_news_sd/versiglia/index.m3u8,news,{},no-response,108,0,0,,,,fail
BBC News,国际新闻,https://vs-cmaf-push-ww-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_news_channel_hd/hevc_iptv_mse_v0.mpd,news,{},short-body,1057,1057,2501,,,,fail
BBC News,国际新闻,https://vs-cmaf-pushb-ww.live.cf.md.bbci.co.uk/x=4/i=urn:bbc:pips:service:bbc_afghan_tv/pc_hd_abr_v2.mpd,uk,{},short-body,803,803,1088,,,,fail
BBC News,国际新闻,https://vs-hls-push-uk.live.fastly.md.bbci.co.uk/x=4/i=urn:bbc:pips:service:bbc_news_channel_hd/iptv_hd_abr_v1.m3u8,freetv,{},http-403,1123,0,0,,,,fail
BBC News,国际新闻,https://vs-hls-push-ww-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_news_channel_hd/t=3840/v=pv14/b=5070016/main.m3u8,freetv,{},skipped-cap,,,,,,,skipped
BBC News,国际新闻,https://xemzi.short.gy/1000015,news,{},skipped-cap,,,,,,,skipped
CNN International,国际新闻,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8,freetv,{},excluded-slate,,,,,,,excluded
CNN,国际新闻,https://raw.githubusercontent.com/Alstruit/adaptive-streams/alstruit-10_23_us/streams/us/CNNUSA.us.m3u8,freetv,{},excluded-host,,,,,,,excluded
CNN,国际新闻,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8,freetv,{},excluded-slate,,,,,,,excluded
Al Jazeera English,国际新闻,http://stream.mcquack.net/131/index.m3u8,news,{},ok,1758,3618,2039424,h264,1920,1080,pass
Al Jazeera English,国际新闻,https://live-hls-apps-aje-fa.getaj.net/AJE/index.m3u8,news,{},ok,2091,845,200001,h264,1920,1080,pass
Al Jazeera English,国际新闻,https://live-hls-web-aja2-gcp.thehlive.com/AJA2/index.m3u8,news,{},ok,3408,3822,200001,h264,1920,1080,pass
Sky News,国际新闻,https://jmp2.uk/plu-55b285cd2665de274553d66f.m3u8,news,{},seg-http-0,2051,116,0,,,,fail
Sky News,国际新闻,https://linear021-gb-hls1-prd-ak.cdn.skycdp.com/Content/HLS_001_hd/Live/channel(skynews)/index_mob.m3u8,freetv,{},http-403,692,0,0,,,,fail
Sky News,国际新闻,https://www.youtube.com/channel/UCoMdktPbSTixAyNGwb-UYkQ/live,freetv,{},excluded-host,,,,,,,excluded
Sky News,国际新闻,https://xemzi.short.gy/1000018,news,{},ok,3654,1748,200001,h264,768,432,pass
France 24 English,国际新闻,http://nmk.ioapk.com:5050/4gtv-live146/index.m3u8,news,{},ok,607,1749,2125716,h264,1920,1080,pass
France 24 English,国际新闻,https://live.france24.com/hls/live/2037218-b/F24_EN_HI_HLS/master_5000.m3u8,news,{},ok,864,2262,200001,h264,1920,1080,pass
France 24 English,国际新闻,https://www.youtube.com/c/france24english/live,freetv,{},excluded-host,,,,,,,excluded
France 24 English,国际新闻,https://www.youtube.com/france24english/live,freetv,{},excluded-host,,,,,,,excluded
DW English,国际新闻,https://amg01644-amg01644c1-amgplt0343.playout.now3.amagi.tv/ts-eu-w1-n2/playlist/amg01644-amg01644c1-amgplt0343/playlist.m3u8,news,{},ok,2449,2024,200001,h264,1920,1080,pass
DW English,国际新闻,https://dwamdstream102.akamaized.net/hls/live/2015525/dwstream102/index.m3u8,freetv,{},ok,1361,2749,200001,h264,480,270,pass
NHK World-Japan,国际新闻,http://nmk.ioapk.com:5050/4gtv-live168/index.m3u8,news,{},ok,669,1616,1764944,h264,1920,1080,pass
NHK World-Japan,国际新闻,https://master.nhkworld.jp/nhkworld-tv/playlist/live.m3u8,freetv,{},variant-http-404,513,0,0,,,,fail
NHK World-Japan,国际新闻,https://masterpl.hls.nhkworld.jp/hls/w/live/smarttv.m3u8,news,{},ok,1271,951,200001,h264,1280,720,pass
NHK World-Japan,国际新闻,https://www.youtube.com/channel/UCSPEjw8F2nQDtmUKPFNF7_A/live,freetv,{},excluded-host,,,,,,,excluded
Euronews English,国际新闻,https://cdn-euronews.akamaized.net/live/eds/euronews-pl/26382/index.m3u8,news,{},ok,1954,3055,200001,h264,428,240,pass
Euronews English,国际新闻,https://dash4.antik.sk/live/test_euronews/playlist.m3u8,news,{},ok,1305,3236,825884,h264,1920,1080,pass
Euronews English,国际新闻,https://euronews-live-spa-es.fast.rakuten.tv/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6571/bitok/eyJzdGlkIjoiMDA0YjY0NTMtYjY2MC00ZTZkLTlkNzEtMTk3YTM3ZDZhZWIxIiwibWt0IjoiZXMiLCJjaCI6NjU3MSwicHRmIjoxfQ==/26034/euronews-es.m3u8,freetv,{},seg-http-403,2548,997,0,,,,fail
Euronews English,国际新闻,https://jmp2.uk/plu-61de96114757070008d33cae.m3u8,news,{},seg-http-0,4444,58,0,,,,fail
Euronews English,国际新闻,https://www.youtube.com/euronews/live,freetv,{},excluded-host,,,,,,,excluded
Bloomberg TV,国际新闻,https://bloomberg.com/media-manifest/streams/eu.m3u8,freetv,{},ok,2304,890,200001,h264,1280,720,pass
Bloomberg TV,国际新闻,https://bloomberg.com/media-manifest/streams/phoenix-us.m3u8,freetv,{},ok,2797,2127,200001,h264,1280,720,pass
Bloomberg TV,国际新闻,https://bloomberg.com/media-manifest/streams/us.m3u8,freetv,{},ok,2092,2220,200001,h264,1280,720,pass
CNBC,国际新闻,https://amg01079-nbcuuk-amg01079c2-samsung-gb-1258.playouts.now.amagi.tv/playlist.m3u8,news,{},ok,4125,2077,200001,h264,640,360,pass
CNBC,国际新闻,https://www.youtube.com/c/CNBC/live,freetv,{},excluded-host,,,,,,,excluded
CNA,国际新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8,news,{},ok,1415,763,200001,h264,480,270,pass
CNA,国际新闻,https://live1.mediadesk.al/cnatvlive.m3u8,news,{},ok,2567,2809,200001,unknown,,,pass
CNA,国际新闻,https://mumt05.tangotv.in/87NeALx2CNA/index.m3u8,news,{},ok,2697,2136,200001,h264,640,360,pass
CNA,国际新闻,https://www.youtube.com/channel/UC83jt4dlz1Gjl58fzQrrKZg/live,freetv,{},excluded-host,,,,,,,excluded
Arirang,国际新闻,http://45.162.64.114/ARIRANG/index.m3u8,news,{},ok,2545,2474,200001,h264,720,540,pass
Arirang,国际新闻,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8,news,{},ok,1816,1277,150400,h264,640,360,pass
Arirang,国际新闻,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8,freetv,{},ok,870,1567,200001,h264,1280,720,pass
Arirang,国际新闻,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8,freetv,{},ok,1451,1853,154724,h264,640,360,pass
Arirang,国际新闻,https://amdlive-ch02-ctnd-com.akamaized.net/arirang_2ch/smil:arirang_2ch.smil/playlist.m3u8,news,{},ok,1241,604,157920,h264,640,360,pass
TRT World,国际新闻,https://dash2.antik.sk/live/test_trt_world_atktv/playlist.m3u8,news,{},ok,1173,3404,2255436,h264,1920,1080,pass
TRT World,国际新闻,https://tv-trtworld.medya.trt.com.tr/master.m3u8,news,{},ok,3493,2398,200001,h264,1920,1080,pass
TRT World,国际新闻,https://www.youtube.com/channel/UC7fWeaHhqgM4Ry-RMpM2YYw/live,freetv,{},excluded-host,,,,,,,excluded
ABC News Australia,国际新闻,https://abc-news-dmd-streams-1.akamaized.net/out/v1/701126012d044971b3fa89406a440133/index.m3u8,news,{},ok,2352,3300,200001,h264,1280,720,pass
ABC News Australia,国际新闻,https://c.mjh.nz/abc-news.m3u8,freetv,{},ok,4069,2873,200001,h264,1024,576,pass
ABC News Australia,国际新闻,https://www.youtube.com/@abcnewsaustralia/live,freetv,{},excluded-host,,,,,,,excluded
ABC News Live,国际新闻,https://abcnews-streams.akamaized.net/hls/live/2023560/abcnewshudson1/master.m3u8,news,{},variant-http-404,1530,0,0,,,,fail
ABC News Live,国际新闻,https://abcnews-streams.akamaized.net/hls/live/2023561/abcnewshudson2/master.m3u8,news,{},variant-http-404,559,0,0,,,,fail
ABC News Live,国际新闻,https://abcnews-streams.akamaized.net/hls/live/2023562/abcnewshudson3/master.m3u8,news,{},variant-http-404,1152,0,0,,,,fail
ABC News Live,国际新闻,https://abcnews-streams.akamaized.net/hls/live/2023563/abcnewshudson4/master.m3u8,news,{},skipped-cap,,,,,,,skipped
ABC News Live,国际新闻,https://abcnews-streams.akamaized.net/hls/live/2023564/abcnewshudson5/master.m3u8,news,{},skipped-cap,,,,,,,skipped
ABC News Live,国际新闻,https://abcnews-streams.akamaized.net/hls/live/2023565/abcnewshudson6/master.m3u8,news,{},skipped-cap,,,,,,,skipped
ABC News Live,国际新闻,https://abcnews-streams.akamaized.net/hls/live/2023566/abcnewshudson7/master.m3u8,news,{},skipped-cap,,,,,,,skipped
ABC News Live,国际新闻,https://abcnews-streams.akamaized.net/hls/live/2023567/abcnewshudson8/master.m3u8,news,{},skipped-cap,,,,,,,skipped
ABC News Live,国际新闻,https://abcnews-streams.akamaized.net/hls/live/2023568/abcnewshudson9/master.m3u8,news,{},skipped-cap,,,,,,,skipped
ABC News Live,国际新闻,https://abcnews-streams.akamaized.net/hls/live/2023569/abcnewshudson10/master.m3u8,news,{},skipped-cap,,,,,,,skipped
ABC News Live,国际新闻,https://jmp2.uk/plu-6508be683a0d700008c534e4.m3u8,news,{},seg-http-0,2846,48,0,,,,fail
CBS News,国际新闻,https://cbsnews.akamaized.net/hls/live/2020607/cbsnlineup_8/master.m3u8,freetv,{},seg-http-404,3729,921,0,,,,fail
CBS News,国际新闻,https://dai.google.com/linear/hls/event/Sid4xiTQTkCT1SLu6rjUSQ/master.m3u8,freetv,{},ok,1538,1375,126712,h264,400,224,pass
CBS News,国际新闻,https://jmp2.uk/plu-6350fdd266e9ea0007bedec5.m3u8,news,{},seg-http-0,3431,120,0,,,,fail
NBC News Now,国际新闻,https://d1bl6tskrpq9ze.cloudfront.net/hls/master.m3u8?ads.xumo_channelId=99984003,freetv,{},ok,1881,1309,200001,h264,768,432,pass
NBC News Now,国际新闻,https://d1si3n1st4nkgb.cloudfront.net/10502/88896001/hls/master.m3u8?ads.xumo_channelId=88896001,news,{},ok,2260,707,200001,h264,768,432,pass
Fox News,国际新闻,http://138.121.15.230:9002/FOX-NEWS/index.m3u8,news,{},ok,1386,2526,200001,h264,1280,720,pass
Reuters TV,国际新闻,https://amg00453-reuters-amg00453c1-rakuten-uk-2110.playouts.now.amagi.tv/playlist/amg00453-reuters-reuters-rakutenuk/playlist.m3u8,news,{},ok,4157,2494,200001,h264,1280,720,pass
Reuters TV,国际新闻,https://reuters-reutersnow-1-eu.rakuten.wurl.tv/playlist.m3u8,freetv,{},no-response,184,0,0,,,,fail
30A Golf Kingdom,体育,https://30a-tv.com/feeds/vidaa/golf.m3u8,sports,{},ok,4247,2853,200001,h264,1280,720,pass
ACC Network,体育,http://23.239.31.26:8989/accnetwork/index.m3u8,sports,{},ok,548,3087,3617266,mpeg2video,1280,720,pass
ACCDN,体育,https://raycom-accdn-firetv.amagi.tv/playlist.m3u8,sports,{},ok,2387,3164,200001,h264,426,240,pass
BBC Radio 5 Sports Extra,体育,https://lsn.lv/bbcradio.m3u8?station=bbc_radio_five_live_sports_extra&bitrate=320000,freetv,{},http-401,3272,0,0,,,,fail
BEK TV Sports West,体育,https://cdn3.wowza.com/5/ZWQ1K2NYTmpFbGsr/BEK-WOWZA-1/smil:BEKPRIMEW.smil/playlist.m3u8,sports,{},ok,2993,2074,200001,h264,1280,720,pass
Bellator MMA,体育,https://jmp2.uk/plu-5ebc8688f3697d00072f7cf8.m3u8,sports,{},seg-http-0,2588,261,0,,,,fail
Billiard TV,体育,https://pb-wm04vonaerv0k.akamaized.net/billi.m3u8,sports,{},http-403,781,0,0,,,,fail
CBS Sports Golazo Network,体育,https://dai.google.com/linear/hls/event/7f3Wv6f7QEKfQna22jHqLQ/master.m3u8,sports,{},seg-http-403,2672,1103,425,,,,fail
CBS Sports HQ,体育,https://jmp2.uk/plu-5e9f2c05172a0f0007db4786.m3u8,sports,{},seg-http-0,2060,129,0,,,,fail
Cricket Gold,体育,https://streams2.sofast.tv/ptnr-yupptv/title-cricketgold/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/b2048bb8-1686-4432-aa50-647245383e0c/manifest.m3u8,sports,{},ok,4508,4034,200001,h264,1920,1080,pass
DAZN Combat,体育,https://jmp2.uk/plu-64d626ac9b414d000820e2fc.m3u8,uk,{},seg-http-0,2433,151,0,,,,fail
DAZN Darts x Pluto TV,体育,https://jmp2.uk/plu-64b67f0424ade50008a3be17.m3u8,sports,{},http-403,2227,0,0,,,,fail
DD Sports,体育,https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/b17adfe543354fdd8d189b110617cddd/index.m3u8,sports,{},ok,2136,1317,200001,h264,384,216,pass
DSports,体育,http://138.121.113.175:8000/play/a0cj/index.m3u8,sports,{},http-403,1215,0,0,,,,fail
DSports 2,体育,http://138.121.113.175:8000/play/a0ca/index.m3u8,sports,{},http-403,1219,0,0,,,,fail
DraftKings Network,体育,https://na.linear.zype.com/e0bd0e23-a958-4e43-8164-4f2fef8876a8/fd3614bd-90bf-4530-a277-65ae3a1720c8-zype/live.m3u8,sports,{},ok,4014,1495,200001,h264,0,0,pass
ESPN,体育,http://181.78.197.59:8000/play/a07z/index.m3u8,sports,{},ok,1477,2502,1048476,h264,1920,1080,pass
ESPN 3,体育,http://190.83.2.182:8090/ESPN3/index.m3u8,sports,{},no-response,6218,0,0,,,,fail
ESPN 4,体育,http://181.78.197.59:8000/play/a07n/index.m3u8,sports,{},ok,1488,2504,1047160,h264,1920,1080,pass
ESPN8 The Ocho,体育,https://d3b6q2ou5kp8ke.cloudfront.net/ESPNTheOcho.m3u8,sports,{},ok,2243,978,200001,hevc,1280,720,pass
ESPNU,体育,http://23.237.104.106:8080/USA_ESPNU/index.m3u8,sports,{},http-404,1580,0,0,,,,fail
ESPNU,体育,http://85.237.89.160:9590/usa-s/ESPN-U-HD/index.m3u8,sports,{},ok,1538,2003,200001,h264,1280,720,pass
ESPNews,体育,http://41.205.93.154/ESPNNEWS/index.m3u8,news,{},ok,1868,2562,200001,h264,1280,720,pass
ETVN,体育,https://origin2.afxp.telemedia.co.za/abr_kapang/enterepreneur/playlist.m3u8,news,{},no-response,5281,0,0,,,,fail
F1 Channel,体育,https://amg12058-c15studio-amg12058c1-lg-us-5787.playouts.now.amagi.tv/playlist.m3u8,sports,{},ok,3279,2561,200001,h264,640,360,pass
FIFA+,体育,https://jmp2.uk/plu-660c29b5aec9680008f5b4a4.m3u8,uk,{},seg-http-0,2033,44,0,,,,fail
FIFA+ Italy,体育,https://5d95f7d7.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWl0X0ZJRkFQbHVzSXRhbGlhbl9ITFM/playlist.m3u8,sports,{},ok,2667,2196,200001,h264,640,360,pass
FIFA+ Spain,体育,https://d63fabad.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWVzX0ZJRkFQbHVzU3BhbmlzaF9ITFM/playlist.m3u8,sports,{},ok,2952,3601,200001,h264,640,360,pass
FIFA+ United States,体育,https://d2w9q46ikgrcwx.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-of5cbk3sav3w5/v1/sysdata_s_p_a_fifa_7/samsungheadend_us/latest/main/hls/playlist.m3u8,sports,{},ok,3079,831,200001,h264,640,360,pass
FIFA+ Women,体育,https://cffda8ff.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9GSUZBUGx1c3dvbWVuX0hMUw/playlist.m3u8,uk,{},ok,2926,1318,200001,h264,640,360,pass
FITE 24/7,体育,https://d3d85c7qkywguj.cloudfront.net/scheduler/scheduleMaster/263.m3u8,sports,{},ok,2397,1337,200001,h264,1920,1080,pass
FTF Sports,体育,https://1593604785.rsc.cdn77.org/FTF/FTF_SCTE.m3u8,sports,{},ok,1906,1481,200001,h264,960,540,pass
Fight Network,体育,https://d12a2vxqkkh1bo.cloudfront.net/hls/main.m3u8,sports,{},http-504,1033,0,0,,,,fail
FloHockey 24/7,体育,https://amg02278-amg02278c2-flosports-worldwide-9916.playouts.now.amagi.tv/playlist.m3u8,sports,{},ok,2557,2234,200001,h264,426,240,pass
FloRacing 24/7,体育,https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8,sports,{},ok,2201,1574,200001,h264,426,240,pass
Fox Sports 1,体育,http://85.237.89.160:9590/usa-s/FOX-SPORTS-1/index.m3u8,sports,{},ok,1535,1888,200001,h264,1920,1080,pass
Fox Sports 2,体育,https://tvsen7.aynascope.net/foxsports2/index.m3u8,sports,{},http-404,1340,0,0,,,,fail
GLORY Kickboxing,体育,https://6f972d29.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X0dsb3J5S2lja2JveGluZ19ITFM/playlist.m3u8,sports,{},ok,3470,1834,200001,h264,640,360,pass
Game+,体育,https://a-cdn.klowdtv.com/live2/fntsy_720p/playlist.m3u8,sports,{},ok,1793,2714,200001,h264,1280,720,pass
Golazo Network,体育,https://jmp2.uk/plu-63a0e33a45264d000850ed7e.m3u8,sports,{},seg-http-0,2751,52,0,,,,fail
Golf Channel,体育,https://dash4.antik.sk/live/test_golf_channel/playlist.m3u8,sports,{},ok,1511,3799,2689904,h264,1280,720,pass
Hard Knocks,体育,https://d3uyzhwvmemdyf.cloudfront.net/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/Hard-Knocks-DistroTV/109.m3u8?ads.vf=6pOF6kgy418,sports,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0""}",http-404,1155,0,0,,,,fail
Kabaddi 24x7,体育,http://180.188.254.253/live/KABADDI24X7.m3u8,sports,{},no-response,5233,0,0,,,,fail
Lacrosse TV,体育,https://a-cdn.klowdtv.com/live2/lsn_720p/playlist.m3u8,sports,{},variant-http-0,604,0,0,,,,fail
MLB,体育,https://jmp2.uk/plu-5e66968a70f34c0007d050be.m3u8,sports,{},seg-http-0,1903,180,0,,,,fail
MLB Strike Zone,体育,http://23.237.104.106:8080/USA_MLB_STRIKE_ZONE/index.m3u8,sports,{},ok,2242,1325,200001,h264,1280,720,pass
