name,group,url,sources,headers_json,status,pl_ms,seg_ms,seg_bytes,codec,w,h,verdict
Chandel TV,海外·综艺,https://kali.vdopanel.com:3660/live/vj6jlam1rlive.m3u8,02,{},ok,1435,12005,179845,h264,1280,720,pass
Channel 5 (TH),海外·综合,https://639bc5877c5fe.streamlock.net/tv5hdlive/tv5hdlive/playlist.m3u8,02,{},ok,1582,770,200001,h264,1920,1080,pass
Channel 5 (UA),国际新闻,http://stream.mcquack.net/291/index.m3u8,02,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36""}",ok,1436,5976,3074176,h264,1920,1080,pass
Channel 5 International,海外·综合,http://178.134.1.158:8081/5channel/index.m3u8,02,{},ok,1547,2887,200001,h264,720,576,pass
Channel 7,海外·综合,http://stream.mcquack.net/27/index.m3u8,02,{},ok,1011,3828,1140032,h264,720,576,pass
Channel 7,海外·综合,https://lb1-live-mv.v2h-cdn.com/hls/ffac/gohg/gohg.m3u8,02,{},http-403,773,0,0,,,,fail
Channel 7 Ukraine,海外·综合,http://cdn10.live-tv.od.ua:8081/7tvod/7tvod-abr/7tvod/7tvod/playlist.m3u8,02,{},http-403,1165,0,0,,,,fail
Channel 8 (GR),海外·综合,https://gra1.crystalweb.net:1936/channel8/channel8/playlist.m3u8,02,{},ok,4166,11784,200001,h264,1920,1080,pass
Channel 8 (RU),海外·综艺,http://45.11.139.43:8555/8kanal/index.m3u8,02,{},ok,1652,3964,816534,mpeg2video,720,576,pass
Channel 8,海外·综合,https://lb1-live-mv.v2h-cdn.com/hls/ffbe/jvcxf/jvcxf.m3u8,02,{},http-403,710,0,0,,,,fail
Channel 8 (UA),海外·综合,https://ext.cdn.nashnet.tv/228.0.0.138/index.m3u8,02,"{""User-Agent"": ""curl/8.16.0""}",ok,3020,10176,200001,h264,1920,1080,pass
Channel 8 Krasnoyarsk,海外·综合,https://tshift-1.telecoma.tv/8channel/tracks-v1a1/mono.ts.m3u8,02,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0"", ""Referer"": ""https://tshift-1.telecoma.tv/8channel/tracks-v1a1/mono.ts.m3u8""}",ok,1504,2269,200001,h264,1920,1080,pass
Channel 8 Kurdish,国际新闻,https://live.channel8.com/Channel8-Kurdish/index.fmp4.m3u8,02,{},seg-http-403,3838,379,3186,,,,fail
Channel 8 Novosibirsk,海外·综合,https://live-8knsk.cdnvideo.ru/8knsk/stream1/playlist.m3u8,02,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0""}",ok,2239,5183,553472,h264,720,480,pass
Channel 9,国际新闻,https://contact.gostreaming.tv/Con-11/index.m3u8,02,{},ok,8244,1393,200001,h264,1920,1080,pass
Channel 9,海外·综合,https://mmtvs.exliatycl.online/channel9/stream.m3u8,02,{},http-530,192,0,0,,,,fail
Channel 9 Adelaide,海外·综合,https://9now-livestreams-fhd-t.akamaized.net/u/prod/simulcast/adl/ch9/hls/r1/index.m3u8,02,{},short-body,2368,2368,9552,,,,fail
Channel 9 Brisbane,海外·综合,https://9now-livestreams-fhd-t.akamaized.net/u/prod/simulcast/bne/ch9/hls/r1/index.m3u8,02,{},short-body,2274,2274,9510,,,,fail
Channel 9 Perth,海外·综合,https://9now-livestreams-fhd-t.akamaized.net/u/prod/simulcast/per/ch9/hls/r1/index.m3u8,02,{},short-body,1944,1944,9552,,,,fail
Channel 9 Sydney,海外·综合,https://9now-livestreams-fhd-t.akamaized.net/u/prod/simulcast/syd/ch9/hls/r1/index.m3u8,02,{},short-body,1383,1383,9552,,,,fail
Channel 10 (RU),海外·综合,https://bl.rutube.ru/livestream/c9e26bf5c003fd8d477200065ca1a05f/index.m3u8?e=2072611029&s=eqlTXebDP9wSWTZgre6BwQ&scheme=https,02,{},ok,4751,3247,200001,unknown,,,pass
Channel 10 (US),海外·综合,https://cdn3.wowza.com/5/cFh0V0QwUVc4SDl2/santa-paula/G0930_002/playlist.m3u8,02,{},ok,2359,1885,200001,h264,1280,720,pass
Channel 11,海外·综合,https://cdn4.skygo.mn/live/disk1/Channel11/DASH-FTA/Channel11.mpd,02,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36""}",short-body,680,680,992,,,,fail
Channel 11 (Scottsdale AZ),海外·综合,https://cdn3.wowza.com/5/RXJNMFI3VlVkOEFP/scottsdale/G0040_007/chunklist.m3u8,02,{},ok,1080,1868,200001,h264,1280,720,pass
Channel 13,海外·综合,http://stream.mcquack.net/295/index.m3u8,02,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36""}",ok,859,3914,2956864,h264,1920,1080,pass
Channel 13,海外·综合,https://stream.theyraonline.com/live/channel13@live/index.m3u8,02,{},http-404,1881,0,0,,,,fail
Channel 18 GAC,海外·综合,https://reflect-channel18vod-springfield-il-us.cablecast.tv/live-13/live/stream-1/live.m3u8,02,{},ok,9265,4701,200001,h264,640,480,pass
Channel 24,海外·综合,http://stream.mcquack.net/42/index.m3u8,02,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36""}",ok,982,5246,2409408,h264,1920,1080,pass
Channel 44,海外·综合,https://d1k6kax80wecy5.cloudfront.net/WFqZJc/index.m3u8,02,{},ok,2603,1792,200001,h264,854,480,pass
Channel 200,海外·综艺,https://d1jlnqid3sfc6m.cloudfront.net/out/v1/3fc2254c865a457c8d7fbbce227a2aae/index.m3u8,02,{},http-403,1409,0,0,,,,fail
Channel A,海外·综合,http://channelalive.ktcdn.co.kr/chalivepc/_definst_/atv2/playlist.m3u8,02,{},http-403,5214,0,0,,,,fail
Channel Divya,海外·宗教,https://vg-pitaaratvlive.akamaized.net/v1/vglive-sk-906482/playlist.m3u8,02,{},ok,5756,1407,200001,h264,1920,1080,pass
Channel Jowo,海外·综合,https://op-group1-swiftservehd-1.dens.tv/h/h77/index.m3u8,02,"{""User-Agent"": ""Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML, like Gecko Chrome/144.0.0.0 Safari/537.36"", ""Referer"": ""https://www.dens.tv/""}",no-response,171,0,0,,,,fail
Channel K,海外·综艺,https://mmtvs.exliatycl.online/channelk/stream.m3u8,02,{},http-530,498,0,0,,,,fail
Channel One,国际新闻,https://pemirateshls.persiana.live/hls/stream.m3u8,02,{},ok,2079,2579,200001,unknown,,,pass
Channel One,海外·综合,https://edge1.1internet.tv/dash-live2/streams/1tv-dvr/1tvdash.mpd,02;11,{},short-body,1569,1569,4118,,,,fail
Channel S,海外·综合,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI2/channels.stream/live-orgin/channels.stream/playlist.m3u8,02,{},http-404,1673,0,0,,,,fail
Channel S,海外·综合,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/chsukoff.stream/playlist.m3u8,02,{},ok,2358,2289,200001,h264,1024,576,pass
Channel WIN,海外·宗教,https://cdn.pishow.tv/ott/live/229/master.m3u8,02,{},ok,3598,3282,200001,h264,1024,576,pass
Channels 24,国际新闻,https://live20.bozztv.com/dvrfl06/astv/astv-channel24africa/index.m3u8,02,{},http-403,2236,0,0,,,,fail
Channels TV,国际新闻,https://cs2.push2stream.com/CHANNELSTV-DVR/playlist.m3u8,02,{},http-403,4623,0,0,,,,fail
Chaos City,海外·剧集,https://jmp2.uk/plu-60afbad343e3840007164348.m3u8,02,{},ok,2050,2699,200001,h264,854,480,pass
Chappelle's Show,海外·综艺,https://jmp2.uk/plu-65e976ad0d456100082d9b74.m3u8,02,{},ok,2657,2078,200001,h264,854,480,pass
Chappelle's Show,海外·综艺,https://jmp2.uk/plu-65e977a618036500082ec972.m3u8,02,{},ok,3057,2384,200001,h264,854,480,pass
Chappelle's Show,海外·综艺,https://jmp2.uk/plu-65e9783b0d456100082d9e05.m3u8,02,{},ok,2735,2171,200001,h264,854,480,pass
Charana TV,海外·综艺,https://edge3-moblive.yuppcdn.net/transhd2/smil:chtv05.smil/index.m3u8,02,{},no-response,5086,0,0,,,,fail
Charapa TV,海外·综合,https://live-evg10.tv360.bitel.com.pe/bitel/charapatvSRT/playlist.m3u8,02,{},http-404,571,0,0,,,,fail
Chardikla Gurbaani TV,国际新闻,https://chardikalatimestv.gigabitcdn.net/in-chardikala/chardikala-gurbani-tv/playlist.m3u8,02,{},ok,3671,1470,200001,h264,1920,1080,pass
Chardikla Time TV,国际新闻,https://chardikalagurbanitv.gigabitcdn.net/in-chardikala/chardikala-timetv/playlist.m3u8,02,{},ok,2161,2097,200001,h264,1920,1080,pass
Chardikla Time TV North America,国际新闻,https://chardikalanorthamerica.gigabitcdn.net/in-chardikala/chardikala-north-usa/playlist.m3u8,02,{},ok,2260,2871,200001,h264,1920,1080,pass
Charge!,海外·电影,https://fast-channels.sinclairstoryline.com/CHARGE/index.m3u8,02,{},ok,2123,1982,200001,h264,1920,1080,pass
Charity TV,海外·宗教,https://652930de05533.streamlock.net/live/ngrp:livestream_all/playlist.m3u8,02,{},ok,9812,2743,200001,unknown,,,pass
Charlotte County CC-TV (Charlotte County FA),海外·综合,https://cdn3.wowza.com/5/cHYzekYzM2kvTVFH/charlotte/G0055_009/playlist.m3u8,02,{},ok,2267,2363,200001,h264,1280,720,pass
Charoen Cable 37 TV,海外·综合,http://www5.cabletv.co.th/StreamToCTV/cablechannel/playlist.m3u8,02,{},ok,4029,2778,200001,h264,1920,1080,pass
Charterfeber,海外·综艺,https://jmp2.uk/plu-61c1dda0fe470d00080f85b8.m3u8,02,{},ok,2981,1879,200001,h264,854,480,pass
CHCH-DT,数字频道,http://185.246.209.113/CHCHHD/index.m3u8,02,{},no-response,1583,0,0,,,,fail
CHCO-TV,数字频道,https://temp4.isilive.ca/live/CHCOTV/live/index.m3u8,02,{},no-response,176,0,0,,,,fail
Che!,海外·综艺,http://flussonic.linkintel.ru/che/index.m3u8,02,{},ok,1744,8490,200001,h264,720,576,pass
Cheddar News,国际新闻,https://hls.livecdn.io/cheddar.com/cheddar/playlist.m3u8,02;11,{},ok,6088,2251,200001,h264,1280,720,pass
Cheers (DE),海外·综艺,https://jmp2.uk/plu-611e7f224676bf00076a4d8d.m3u8,02,{},ok,2077,2167,200001,h264,854,480,pass
Cheers (DE),海外·综艺,https://jmp2.uk/plu-65cce14060eb870008dbd003.m3u8,02,{},ok,2467,2175,200001,h264,854,480,pass
Cheers (SE),海外·综艺,https://jmp2.uk/plu-63e389dcc111bc0008ee5b8c.m3u8,02,{},ok,2466,879,200001,unknown,,,pass
Cheers (US),海外·剧集,https://jmp2.uk/plu-62bdb7f0db2eb30007376d4d.m3u8,02,{},ok,2536,1774,200001,unknown,,,pass
Cheers + Frasier,海外·综艺,https://jmp2.uk/plu-66ba495ffe11e5000881f049.m3u8,02,{},ok,2659,2491,200001,h264,854,480,pass
Chef Champion,海外·综合,https://rpn.bozztv.com/gusa/gusa-chefchampion/index.m3u8,02,{},ok,9285,2376,200001,h264,1280,720,pass
Chef Roc Show,海外·综合,https://rpn.bozztv.com/gusa/gusa-chefrock/index.m3u8,02,{},ok,5763,5185,200001,h264,960,540,pass
Chef TV,海外·综合,http://168.197.104.22/CHEF_TV/index.m3u8,02,{},ok,1623,1917,200001,h264,1920,1080,pass
Cheksiz TV,海外·综艺,https://fl.biztv.media/cheksiz_tv_480_unif7hujidth7f4du83jrhuid3k94j8hfj8d93eubych8eju93n4ubt/tracks-v1a1/mono.m3u8,02,{},ok,2586,3353,200001,h264,854,480,pass
Chemnitz Fernsehen,海外·综合,https://chemnitz.iptv-playoutcenter.de/chemnitz/chemnitzfernsehen.stream_1/playlist.m3u8,02,{},ok,4150,5031,200001,h264,1920,1080,pass
Chemodan TV,纪录片,http://stream.mcquack.net/399/index.m3u8,02,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36""}",ok,967,5538,2388352,h264,1920,1080,pass
Cherniveckiy promin,国际新闻,https://langate.tv/promin/live_720/index.m3u8,02,{},ok,6149,2780,200001,unknown,,,pass
Chifeng Comprehensive News Chanel,国际新闻,http://play1-qk.nmtv.cn/live/1735546697341033.m3u8,02,{},ok,101,314,1206960,h264,1920,1080,pass
Chikitoonz,海外·少儿,http://45.70.201.81:8000/play/a00p/index.m3u8,02,{},ok,1619,5435,1356392,h264,1920,1080,pass
Chile Channel,海外·综艺,https://v2.tustreaming.cl/chilechannel/index.m3u8,02,{},ok,3443,2981,200001,h264,1280,720,pass
ChileVision,海外·综合,http://15.204.246.24:8080/CHVHD/index.m3u8,02,{},ok,4970,2408,200001,h264,1920,1080,pass
Chiloe Red 25,海外·综合,https://v2.tustreaming.cl/chiloered/index.m3u8,02,{},http-404,1779,0,0,,,,fail
China Channel,海外·综合,https://v2.tustreaming.cl/chinachannel/index.m3u8,02,{},ok,3274,2969,200001,h264,1280,720,pass
China Travel,纪录片,https://fastlive.cctvplus.com/out/v1/ca6f9297b7314a63959435028af287fc/index.m3u8,02,{},ok,4029,1580,200001,h264,1920,1080,pass
Chino Hills City TV Channel 3/41,海外·综合,https://edge-f.swagit.com/live/chinohillsca/live-1-a/playlist.m3u8,02,{},ok,1757,2686,200001,h264,1920,1080,pass
Chinola TV,海外·少儿,https://tv.wracanal10.com:3300/live/chinolatvlive.m3u8,02,{},ok,6378,1780,200001,h264,1920,1080,pass
Chithiram,海外·少儿,https://cdn.pishow.tv/ott/live/1243/master.m3u8,02,{},ok,2468,3082,200001,h264,1024,576,pass
Chocolate FM,海外·音乐,https://5eaccbab48461.streamlock.net:1936/8180/8180/playlist.m3u8,02,{},ok,3262,2877,200001,h264,1280,720,pass
Cholusat Sur 36,国际新闻,http://audiotvserver.net:1935/livemedia/cholusat/playlist.m3u8,02,{},no-response,10003,0,0,,,,fail
Choluteca TV,海外·宗教,https://s.emisoras.tv:8081/cholutecatv/index.m3u8,02,{},ok,4023,1721,200001,h264,640,480,pass
Choppertown,海外·剧集,https://linear-11.frequency.stream/dist/glewedtv/11/hls/master/playlist.m3u8,02,{},ok,2193,635,200001,h264,1280,720,pass
Chosen TV English,海外·宗教,https://viewmedia7219.bozztv.com/wmedia/viewmedia100/web_024/Stream/playlist.m3u8,02,{},ok,10353,3161,200001,h264,854,480,pass
Christian Youth Channel (CYC),海外·少儿,http://media3.smc-host.com:1935/cycnow.com/smil:cyc.smil/playlist.m3u8,02,{},ok,1749,1568,200001,h264,1920,1080,pass
Chroma TV,海外·综艺,https://5c483b9d1019c.streamlock.net/8054/8054/playlist.m3u8,02,{},ok,3053,3981,200001,h264,854,480,pass
CHTV,海外·综合,https://viewhn.com/chtv/live/playlist.m3u8,02,{},ok,3717,1972,200001,h264,1920,1080,pass
Chuxiong News Channel,国际新闻,http://hwapi.yntv.net/ew265l/848y54.m3u8,02,{},ok,163,229,200001,h264,1280,720,pass
Cibaeña TV,海外·综艺,https://streamunoapp.com:3958/live/cibaenatvlive.m3u8,02,{},ok,1769,2478,200001,h264,640,360,pass
Cielo TV,海外·宗教,https://streaming.servervideo.net:1936/cielotv/cielotv/playlist.m3u8,02,{},ok,3718,8986,200001,h264,1920,1080,pass
Çiftçi TV,海外·教育,https://live.artidijitalmedya.com/artidijital_ciftcitv/ciftcitv/playlist.m3u8,02,{},ok,4958,2985,200001,h264,1280,720,pass
Cin Cin,海外·剧集,https://jmp2.uk/plu-65cb78b83a116800079e2e35.m3u8,02,{},ok,2457,2120,200001,h264,1216,684,pass
CINDIE TV,海外·电影,https://cc-hqw8u5r1nshjc.akamaized.net/scheduler/scheduleMaster/352.m3u8,02,{},ok,3252,2677,200001,h264,1920,1080,pass
Cine 34,海外·电影,https://live3-mediaset-it.akamaized.net/Content/hls_h0_clr_vos/live/channel(b6)/index.m3u8,02,{},no-response,77,0,0,,,,fail
Cine34,海外·电影,https://live02-seg.msf.cdn.mediaset.net/live/ch-b6/b6-clr.isml/index.m3u8,02;11,{},http-403,2684,0,0,,,,fail
Ciné 666 by Pluto TV,海外·电影,https://jmp2.uk/plu-6823648580b2665220d9e69a.m3u8,02,{},ok,1678,1874,200001,unknown,,,pass
Ciné Action by Pluto TV,海外·电影,https://jmp2.uk/plu-5f8ed1ff5c39700007e2204a.m3u8,02,{},ok,2552,2288,200001,h264,854,480,pass
Cine adrenalina,海外·电影,https://jmp2.uk/plu-5d8d164d92e97a5e107638d2.m3u8,02,{},ok,1671,519,200001,h264,854,480,pass
Cine Amor,海外·电影,https://jmp2.uk/plu-5f5136317aedfb0007016f93.m3u8,02,{},ok,3625,2131,200001,h264,854,480,pass
Cine aventura,海外·综艺,https://jmp2.uk/plu-60fb2f47c133270007327375.m3u8,02,{},ok,1958,489,200001,h264,854,480,pass
Ciné by Pluto TV,海外·电影,https://jmp2.uk/plu-5f8ed0f17564a300082b676a.m3u8,02,{},ok,2661,580,200001,unknown,,,pass
Ciné Catastrophe by Pluto TV,海外·电影,https://jmp2.uk/plu-65a69ef53af63d000825e0ee.m3u8,02,{},ok,2863,2166,200001,h264,854,480,pass
Cine comedia,海外·电影,https://jmp2.uk/plu-5f513564e4622a0007c578c0.m3u8,02,{},ok,3460,2486,200001,h264,854,480,pass
Ciné d'Asie by Pluto TV,海外·电影,https://jmp2.uk/plu-62f3e2d000418d00070f7dbc.m3u8,02,{},ok,2644,1386,200001,h264,854,480,pass
Cine en español,海外·综艺,https://jmp2.uk/plu-5cf96b1c4f1ca3f0629f4bf0.m3u8,02,{},ok,2268,675,200001,h264,1216,684,pass
Cine Familiar,海外·电影,http://bantel-cdn1.iptvperu.tv:1935/btnscrtn/cinefamiliar.stream/playlist.m3u8,02,{},http-403,725,0,0,,,,fail
Cine Hispano,海外·电影,http://bantel-cdn1.iptvperu.tv:1935/btnscrtn/cinehispano.stream/playlist.m3u8,02,{},http-403,615,0,0,,,,fail
Ciné Horreur by Pluto TV,海外·电影,https://jmp2.uk/plu-66e1978babec540008ce41ac.m3u8,02,{},ok,2739,789,200001,h264,854,480,pass
Cine Premiere,海外·电影,https://jmp2.uk/plu-5cf968040ab7d8f181e6a68b.m3u8,02,{},ok,2054,788,200001,h264,854,480,pass
Cine Premium,海外·电影,http://bantel-cdn1.iptvperu.tv:1935/btnscrtn/cinepremium.stream/playlist.m3u8,02,{},http-403,626,0,0,,,,fail
Ciné Rétro by Pluto TV,海外·电影,https://jmp2.uk/plu-5f8ed168f72fcd0007e56269.m3u8,02,{},ok,2558,2401,200001,h264,854,480,pass
Ciné Romance by Pluto TV,海外·电影,https://jmp2.uk/plu-60812fc8539963000707d1e1.m3u8,02,{},ok,2456,1789,200001,h264,1216,684,pass
Cine Romantico,海外·电影,https://d1si3n1st4nkgb.cloudfront.net/10502/88886011/hls/master.m3u8?ads.xumo_channelId=88886011,02,{},ok,7378,425,200001,h264,1280,720,pass
Ciné Sci-Fi by Pluto TV,海外·电影,https://jmp2.uk/plu-60c34592c911890007f29a73.m3u8,02,{},ok,2351,1086,200001,h264,854,480,pass
Cine Sony,海外·电影,https://a-cdn.klowdtv.com/live1/cine_720p/playlist.m3u8,02,{},ok,1930,2220,200001,h264,1280,720,pass
Cine terror,海外·电影,https://jmp2.uk/plu-5d8d180092e97a5e107638d3.m3u8,02,{},ok,2842,3082,200001,h264,854,480,pass
Ciné Thrillers by Pluto TV,海外·电影,https://jmp2.uk/plu-60c3472a51a2050008dad272.m3u8,02,{},ok,2882,2674,200001,h264,854,480,pass
Ciné Western by Pluto TV,海外·电影,https://jmp2.uk/plu-65cca3e2ec452d0008af3a65.m3u8,02,{},ok,2072,2060,200001,h264,854,480,pass
Cine+,海外·电影,http://777905.live.tvstitch.com/playlist.m3u8?source=aHR0cDovLzE3Ni4xMjIuMTAzLjUxOjcwMDAvY2gzMy90cmFja3MtdjJhMS9tb25vLm0zdTg%2FbGl2ZT0xJmlwPTE3OC4xMzYuNDIuMjIwJmlkPTk0ODg2NSZzZWNyZXQ9bjF1N3VpMDYmc3NsPTEmMjF5bz0wJmU9MTc5MDc1MjM2MiZzdD12bmp2elZKY2JtUndKMkFzY1l0UWpR&master=567,02,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36"", ""Referer"": ""http://live.tvstitch.com/""}",ok,1282,12002,441637,h264,1024,576,pass
Cine+ Classic,海外·电影,http://99.27.51.147/CineClassic/index.m3u8,02,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.3""}",ok,2362,975,200001,h264,720,576,pass
Cine+ Emotion,海外·电影,http://145.239.5.177/337/index.m3u8,02,{},http-403,483,0,0,,,,fail
Cine+ Frisson,海外·电影,http://99.27.51.147:8080/CineFrisson/index.m3u8,02,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.3""}",no-response,10004,0,0,,,,fail
Cine+ Hit,海外·电影,http://777905.live.tvstitch.com/playlist.m3u8?source=aHR0cDovLzE3Ni4xMjIuMTAzLjI0MTo3MDAwL2NoNDAvdHJhY2tzLXYyYTEvbW9uby5tM3U4P2xpdmU9MSZpcD0xNzguMTM2LjQyLjIyMCZpZD05NDg4NjUmc2VjcmV0PW4xdTd1aTA2JnNzbD0xJjIxeW89MCZlPTE3OTA3NTI3NDUmc3Q9cVZaQ3Vpd2l3UzEwLW1tMzEwMktDZw%3D%3D&master=539,02,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36"", ""Referer"": ""http://live.tvstitch.com/""}",ok,739,12002,818468,h264,1024,576,pass
Cine+ Kids,海外·少儿,http://dtv.vol.net.ua/Cine_plus_Kids_HD/index.m3u8,02,{},http-404,1363,0,0,,,,fail
Cine+ Legend,海外·电影,http://777905.live.tvstitch.com/playlist.m3u8?source=aHR0cDovLzE3Ni4xMjIuMTAzLjI0MTo3MDAwL2NoMzQvdHJhY2tzLXYxYTEvbW9uby5tM3U4P2xpdmU9MSZpcD0xNzguMTM2LjQyLjIyMCZpZD05NDg4NjUmc2VjcmV0PW4xdTd1aTA2JnNzbD0xJjIxeW89MCZlPTE3OTA3NTI2Mzgmc3Q9RHdRc3AyN2l6V3J1dllqUEZ5aS1yUQ%3D%3D&master=568,02,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36"", ""Referer"": ""http://live.tvstitch.com/""}",ok,877,12003,703776,h264,736,576,pass
cine.box,海外·电影,http://212.70.131.37:8000/play/a08b,02,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.3""}",not-video,10001,10001,768888,unknown,,,fail
Cinecanal,海外·电影,http://15.204.246.24:8080/CinecanalHD/index.m3u8,02,{},ok,935,2484,200001,h264,1920,1080,pass
Cinecanal Pacific,海外·电影,http://138.121.15.230:9002/CINECANAL/index.m3u8,02,{},ok,2082,3872,200001,h264,1920,1080,pass
Cinecanal South,海外·电影,http://45.162.193.35/CINECANAL/index.m3u8,02,{},http-400,695,0,0,,,,fail
CineLatino,海外·电影,http://45.162.193.35/CINELATINO_HD/index.m3u8,02,{},http-400,776,0,0,,,,fail
Cinema,海外·电影,https://cdn4.skygo.mn/live/disk1/CinemaTV/DASH-FTA/CinemaTV.mpd,02,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36""}",short-body,872,872,998,,,,fail
Cinema (RU),海外·电影,http://flussonic.linkintel.ru/cinema/index.m3u8,02,{},ok,1742,9488,200001,mpeg2video,720,576,pass
CinemaWorld,新马,http://nmk.ioapk.com:5050/4gtv-live069/index.m3u8,02,{},http-500,1777,0,0,,,,fail
Cinemax Classics,海外·电影,http://23.237.104.106:8080/USA_5STARMAX/index.m3u8,02,{},ok,1752,12005,160150,h264,1920,1080,pass
Cinemax Hits,海外·电影,http://23.237.104.106:8080/USA_MOREMAX/index.m3u8,02,{},ok,2016,10387,200001,h264,1920,1080,pass
CinePride,海外·综合,https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=2223,02,{},no-response,10,0,0,,,,fail
Cinerama Television,海外·综艺,https://live.cineramatvbo.com/hls/stream.m3u8,02,{},ok,2030,12003,542588,unknown,,,pass
CineStar 1 Bulgaria,海外·电影,http://213.91.179.28:8000/play/a05h,02,{},http-404,1981,0,0,,,,fail
Cinevault 80s,海外·电影,https://aegis-cloudfront-1.tubi.video/ea1ab5d1-f554-4f6b-b03f-2611fcd94257/playlist.m3u8,02,{},http-404,486,0,0,,,,fail
Cinevault Westerns,海外·综合,https://gsn-cinevault-westerns-2-us.roku.wurl.tv/playlist.m3u8,02,{},ok,2001,1965,200001,h264,640,360,pass
Cinevision Canal 19,海外·综合,https://5790d294af2dc.streamlock.net/tvhdlive/tvhdlive/playlist.m3u8,02,{},ok,2035,2085,200001,h264,1920,1080,pass
Cinturao Verde,海外·综合,https://play.redecinturaoverde.com.br/playlist.m3u8,02,{},short-body,1674,1674,177,,,,fail
Cira TV,海外·综合,https://hlspackager.akamaized.net/live/DB/CIRA_TV/HLS/CIRA_TV.m3u8,02,{},ok,2442,2566,200001,h264,720,576,pass
Ciracu TV,海外·综合,https://cloud37.ecuatel.com/ciracutv/live/manifest.m3u8,02,{},ok,4451,3276,200001,h264,1280,720,pass
Circle,海外·综艺,https://circle-roku.amagi.tv/playlist.m3u8,02,{},ok,2017,1366,200001,h264,426,240,pass
Citrico TV,国际新闻,https://edge.essastream.com/citricotv/playlist.m3u8,02,{},ok,2729,9179,336896,h264,426,240,pass
City 41,国际新闻,http://163.61.227.29:8000/play/a02r/index.m3u8,02,{},no-response,5287,0,0,,,,fail
City Channel,海外·综合,https://dev.aftermind.xyz/edge-hls/unitrust/citychannel/index.m3u8?token=8TXWzhY3h6jrzqEqx,02,{},http-403,1549,0,0,,,,fail
City of Monroe Government Channel,海外·综合,https://reflect-monroe-mi-ci.cablecast.tv/live-1/live/live.m3u8,02,{},http-403,992,0,0,,,,fail
City TV (BG),海外·音乐,https://tv.city.bg/play/tshls/citytv/index.m3u8,02;11,{},ok-small,2970,2174,39856,unknown,,,pass
City TV (HU),海外·综合,https://citytv.hu/playlist.m3u8,02;11,{},ok,2542,2188,200001,h264,720,576,pass
City TV Capital City Connection,海外·综合,https://capitalcityconnection.cablecast.tv/live/stream-1/live.m3u8,02,{},http-403,1076,0,0,,,,fail
